ID,label
224ec6c8-2c36-42b2-8741-467dd296f2bf.jpg,muffin
1fb78620-9f25-4e66-a08c-135efac15a1b.jpg,muffin
25152cee-b243-4d9c-b386-307eccc8c2bd.jpg,muffin
21be8209-4e2a-4b77-afc2-b87d005227fa.jpg,muffin
1f7a9345-ae53-4283-ad09-871f4c559949.jpg,chihuahua
2230d476-b46d-414c-a41c-4de2a44d58ff.jpg,chihuahua
28930da6-4208-4ad5-b677-effc298a772d.jpg,muffin
226e204a-ef21-4daa-ae4f-d434cacc5533.jpg,muffin
2533b6ac-064d-40ca-8070-6f9687edc768.jpg,chihuahua
2cfedd9b-21ce-4bf8-a549-f74ba2699f25.jpg,chihuahua
33eccaae-b4fc-4562-a9ea-18df7b9a6c0a.jpg,muffin
2b338e37-50b6-4157-af28-21cf48c650f8.jpg,muffin
32293456-e0e2-46d8-aa06-8b8f78da9336.jpg,chihuahua
2dcdbb73-2fe5-4b9b-9b0e-3f6853877633.jpg,chihuahua
2a706783-15a2-45c9-bb4a-59f572038084.jpg,chihuahua
324a682b-3f71-4ec4-836e-7732e9e42e0a.jpg,muffin
29df414d-d59a-4e37-85d7-ae8da92cc5a0.jpg,chihuahua
321fc937-838a-48aa-ace6-c374fe883eb2.jpg,chihuahua
34d25f84-1b8f-415b-aec1-8df3fbcf2bef.jpg,muffin
2f3d1c15-be47-4399-af3a-e458c1314e7d.jpg,chihuahua
2ad24187-c8c8-4cda-b6a0-fca96ba01b6c.jpg,muffin
33737084-bfb3-437a-9401-1370918f1057.jpg,chihuahua
2e430b40-a34b-489d-b92a-06aa07c932b2.jpg,muffin
32901e38-213f-419d-96dc-b2171124d753.jpg,muffin
2c2a46fb-3250-439d-89b4-f3fbea00525b.jpg,muffin
311fcf14-7656-4c21-9b42-8a33bda70b76.jpg,chihuahua
2ee511f7-1a82-4acf-a39a-28805f932a86.jpg,chihuahua
318d84f5-ef43-4028-bb29-8650d63f45d8.jpg,muffin
34b4621d-4e8c-4d77-93b1-b43a45b5d8d9.jpg,muffin
30cb73ff-6432-4ff8-8089-f68e34174df9.jpg,muffin
340353e9-4444-429a-958d-e11ca30ef65f.jpg,chihuahua
2a9b0561-c7c3-4ff0-b697-8a6ae3527d23.jpg,chihuahua
331c7576-a82b-4b62-884a-7e566031de29.jpg,muffin
2e57f57f-7120-41ab-844c-cff203423319.jpg,chihuahua
2f211a98-69fc-418d-9080-2fdb0084bea0.jpg,muffin
33bae517-8226-4101-89fa-e25b0a0e753e.jpg,chihuahua
30506c5e-4010-4779-8c26-ae38f0c89298.jpg,chihuahua
344e364b-75ab-4e46-8be0-4b4c771da36d.jpg,muffin
34b87724-197d-4018-b6bd-cdd200081875.jpg,muffin
30d89daf-e2c7-403a-b37a-b9187fc685b7.jpg,muffin
2ee5d3ba-1cf0-4b0c-b610-b2fa9b079298.jpg,chihuahua
2fcac27d-4777-4443-b62a-99bd29fe0f8c.jpg,chihuahua
316c0d32-4336-4561-9bbd-570355dfda10.jpg,muffin
29c65a82-67fc-4ea5-b91e-e5975a5e388f.jpg,chihuahua
34639b23-39d3-4a88-99a6-286cd6d21d66.jpg,chihuahua
29c65de1-3b0b-427e-888f-3e4768790f2c.jpg,muffin
2c0abd1c-bb29-44f4-bca3-748c8ae65b0d.jpg,chihuahua
2f522609-7d75-4b31-99d9-78740ee6c3f5.jpg,chihuahua
2df57607-4b20-4389-8f06-ff154d4b8e4d.jpg,chihuahua
2a8cdc67-c6f6-4e89-b739-c8e2b6c4c9f5.jpg,muffin
310b601c-8846-42db-b8d8-3cbe912db0b5.jpg,chihuahua
2b37b7ad-4748-43af-a1ba-f264be65a66e.jpg,muffin
2d06bf65-6a38-4de2-a69f-423baf31788c.jpg,muffin
2e03fdcd-b548-4f73-a683-a026ecd72635.jpg,muffin
3053f2f4-9ef0-4531-9c2f-48c916a276d9.jpg,chihuahua
2f4f4d06-d65b-46c5-bf00-bac2a4597599.jpg,muffin
32b6d7da-8dac-433a-8a64-19d480b0bfa8.jpg,chihuahua
2ddb70eb-3581-4690-9919-1d847ef5ac19.jpg,muffin
34e50e08-583c-46ea-a9fe-e1402a2ed73f.jpg,chihuahua
2eddc055-9496-4117-bf45-94ae62fb7538.jpg,chihuahua
2f5396d5-caa8-4b6a-8fa2-7f489b09854f.jpg,muffin
2bbf2328-9b07-4fe9-8ec2-cf2bd40fe8c3.jpg,chihuahua
2a24a6f4-1541-4c8c-af30-45a971d98d7e.jpg,muffin
2d43373b-2a6f-4cfc-bbb5-5b3aee72bf84.jpg,muffin
2a9c046e-ba3b-4f6d-8ca7-463330c33c83.jpg,chihuahua
2bbab113-0d48-4439-a334-da7758151c79.jpg,chihuahua
2d0dc521-b17e-45ae-8a4f-8c131c1c0245.jpg,muffin
2cf1b20c-ef89-418d-8d34-c4832093ad99.jpg,muffin
3483e761-444e-42c6-ab5c-d25654756629.jpg,chihuahua
3394c424-944a-4469-9e4e-639c592b6855.jpg,muffin
35ab4442-5b21-4bfa-91bd-825341a431db.jpg,muffin
37a768aa-66f6-465e-96f8-997090e53453.jpg,chihuahua
34f2d5ab-4462-4098-9a38-b53f508ba906.jpg,muffin
3c002321-1528-43d5-958a-d5db2e4fb3ce.jpg,muffin
3b3ae863-df21-43fb-950e-5c9cc53ec39a.jpg,muffin
36833e2c-96c0-443c-ad01-957956fb3be4.jpg,chihuahua
3b35bb76-c310-49e9-8cf8-5e87b58857b3.jpg,muffin
3bce0222-81ea-44f8-a70e-a5f2c2657a03.jpg,muffin
3ed70b0f-8f69-4d05-a6cf-599c6e4e8c3c.jpg,chihuahua
3c3c1efa-79ce-405e-86dd-ea19cc51fadc.jpg,muffin
3d1195cb-e746-439e-b5a0-aebfc4ab8854.jpg,muffin
3752c2d7-bb3e-44ec-825c-b47341c1d2dc.jpg,muffin
376eb77f-8aa0-45fb-8b5d-5a5a74f9aac2.jpg,muffin
3a140fb8-558d-4832-b9f8-fcc2e0b5a492.jpg,muffin
3c2c30d0-e401-4b10-81b1-43e6edd597ab.jpg,chihuahua
3adcd503-0f09-4a73-a29b-edaf95341bf0.jpg,muffin
3b9b40dc-2f1a-4cb9-8db3-8871cd2905d9.jpg,muffin
3c1bc0cd-6700-4dfd-babe-c62e43647257.jpg,muffin
39a1fe0d-4511-40ae-83e9-9bf59ddbe77a.jpg,muffin
3d99180d-3761-4507-b45e-d9c7d042ebac.jpg,chihuahua
3a20321b-ac9d-4eba-b8ba-3180671578c4.jpg,muffin
35f63f89-aa4e-43af-9d58-f3d9f76d4cac.jpg,chihuahua
39815aad-7d62-40ad-8a53-c984e99111e3.jpg,muffin
359abc9b-9abd-41e8-a24c-7d2ca645a0a8.jpg,muffin
363a830a-252c-4433-b729-4fd550d6bc0d.jpg,muffin
375239b2-ccb1-4918-8eb8-fe455ea867b1.jpg,chihuahua
381c7c5a-9c3f-4676-ba1f-06a0f50dc2a4.jpg,muffin
3cd049c8-4b65-4c2a-a471-53fab331d43e.jpg,muffin
3efa354d-52c5-405f-aa78-db8d541c0a0c.jpg,chihuahua
34edc32d-1cf3-4c33-b98b-365f95f84998.jpg,muffin
3a6bb09a-03c9-4b4b-bb71-09942aeb2f34.jpg,muffin
36625dea-15bd-4c3b-bde6-876a8a7f3c8a.jpg,chihuahua
3871f1f6-5485-4639-9c92-7158843ead99.jpg,chihuahua
377ccfb9-c0af-4d51-ae46-e053dc76de95.jpg,muffin
3c4e70f3-1167-48d4-8322-c6f385523054.jpg,muffin
368966e3-d1f5-4261-b84f-aff8463f6593.jpg,chihuahua
3512443d-c4b1-4bf6-a9c7-7076d52c6518.jpg,muffin
3a3c44ae-6282-41bf-8259-9b8f5b7103c2.jpg,muffin
37cb74ce-c3e4-4f5b-8d7f-293a7fa6b149.jpg,muffin
3f5a8063-46e9-4d86-809b-42406e2e4025.jpg,chihuahua
365bccba-414d-41d6-9952-ec15b291294b.jpg,chihuahua
3dd84286-f807-4e24-a1a0-f503e5111166.jpg,chihuahua
387d2b09-4819-4052-845a-5fc2306da6dd.jpg,chihuahua
3d8cd19e-ccba-473d-b1ec-55c6a15df743.jpg,muffin
35abc311-de99-4df6-ba6e-8d7332727b92.jpg,muffin
3e6ac623-7712-4d9e-9816-ac7849832018.jpg,muffin
3c8feaf0-e939-4455-8659-369ed42ff49c.jpg,muffin
35ca351e-4dd3-40a9-9b56-1947dd478239.jpg,chihuahua
363b2192-b625-4cc8-a0f1-43915528259f.jpg,chihuahua
3ee50eef-f73a-418c-afca-31f533797332.jpg,chihuahua
3656d417-523f-4ca4-9880-b4610be18d43.jpg,chihuahua
